SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,23 Hancock St,San Francisco,CA,94114,1150000,2,1.0,Eureka Valley/Dolore,992,,1907,45,1159,,Active,,,http://www.redfin.com/CA/San-Francisco/23-Hancock-St-94114/home/1086571,San Francisco MLS,510097,N,Y,37.76021,-122.428874
MLS Listing,,Single Family Residential,281 Madison St,San Francisco,CA,94134,1099000,3,2.0,Portola,1300,2374,1936,45,845,,Active,,,http://www.redfin.com/CA/San-Francisco/281-Madison-St-94134/home/897566,San Francisco MLS,509789,N,Y,37.7256989,-122.422249
MLS Listing,,Multi-Family (2-4 Unit),248-250 Granada Ave,San Francisco,CA,94112,1400000,3,3.0,Ingleside,2060,2809,1910,45,680,,Active,,,http://www.redfin.com/CA/San-Francisco/248-Granada-Ave-94112/home/814233,San Francisco MLS,510074,N,Y,37.7229219,-122.45685
MLS Listing,,Condo/Co-op,200 Brannan St #330,San Francisco,CA,94107,1850000,2,2.0,South Beach,1892,,2004,45,978,910,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-330/home/879002,San Francisco MLS,509543,N,Y,37.7836002,-122.3907074
MLS Listing,,Multi-Family (2-4 Unit),1534-1538 Grant Ave,San Francisco,CA,94133,2500000,6,2.0,Telegraph Hill,3240,1200,1906,46,772,,Active,,,http://www.redfin.com/CA/San-Francisco/1534-Grant-Ave-94133/home/1311791,San Francisco MLS,507965,N,Y,37.8012098,-122.4075168
MLS Listing,,Multi-Family (2-4 Unit),1366-1368 San Bruno Ave,San Francisco,CA,94110,1895000,,,Inner Mission,,2500,1905,46,,,Active,,,http://www.redfin.com/CA/San-Francisco/1366-San-Bruno-Ave-94110/home/736073,San Francisco MLS,510035,N,Y,37.7522449,-122.4044947
MLS Listing,,Single Family Residential,1436 Kearny St,San Francisco,CA,94133,2700000,1,2.0,Telegraph Hill,1484,5497,1908,46,1819,,Active,,,http://www.redfin.com/CA/San-Francisco/1436-Kearny-St-94133/home/1649533,San Francisco MLS,509711,N,Y,37.8013617,-122.406026
MLS Listing,,Multi-Family (2-4 Unit),3471-3475 Mission St,San Francisco,CA,94110,2100000,6,3.0,Bernal Heights,4125,2713,1907,46,509,,Active,,,http://www.redfin.com/CA/San-Francisco/3471-Mission-St-94110/home/760344,San Francisco MLS,509710,N,Y,37.7412027,-122.4223421
MLS Listing,,Multi-Family (5+ Unit),371-381 San Jose Ave,San Francisco,CA,94110,3700000,10,,Noe Valley,6525,3149,1910,46,567,,Active,,,http://www.redfin.com/CA/San-Francisco/371-San-Jose-Ave-94110/home/1095537,San Francisco MLS,510001,N,Y,37.7492779,-122.4210527
MLS Listing,,Multi-Family (5+ Unit),383-391 San Jose Ave,San Francisco,CA,94110,3900000,7,,Noe Valley,6525,3149,1910,46,598,,Active,,,http://www.redfin.com/CA/San-Francisco/383-San-Jose-Ave-94110/home/1961689,San Francisco MLS,510002,N,Y,37.7491821,-122.4210435
MLS Listing,,Condo/Co-op,1029 Treat Ave,San Francisco,CA,94110,1750000,3,1.5,Inner Mission,1721,,1903,46,1017,369,Active,,,http://www.redfin.com/CA/San-Francisco/1029-Treat-Ave-94110/home/148061353,San Francisco MLS,510007,N,Y,37.7536443,-122.4129901
MLS Listing,,Condo/Co-op,1301 Fulton St #209,San Francisco,CA,94117,1200000,2,2.0,North Panhandle,1193,,1987,46,1006,611,Active,,,http://www.redfin.com/CA/San-Francisco/1301-Fulton-St-94117/unit-209/home/1427069,San Francisco MLS,509080,N,Y,37.776528,-122.4384996
MLS Listing,,Single Family Residential,3439 Fillmore St,San Francisco,CA,94123,6000000,6,7.0,Marina,4921,2495,1936,47,1219,,Active,,,http://www.redfin.com/CA/San-Francisco/3439-Fillmore-St-94123/home/172489009,San Francisco MLS,510012,N,Y,37.8013055,-122.4368616
MLS Listing,,Multi-Family (2-4 Unit),672 Hampshire St,SAN FRANCISCO,CA,94110,1500000,,,SAN FRANCISCO,2480,2495,1900,47,605,,Active,,,http://www.redfin.com/CA/San-Francisco/672-Hampshire-St-94110/home/1885093,MLSListings,ML81820503,N,Y,37.7609084,-122.4084077
MLS Listing,,Multi-Family (2-4 Unit),1490 20th Ave,San Francisco,CA,94122,2610000,10,6.0,Central Sunset,3590,2374,1988,47,727,,Active,,,http://www.redfin.com/CA/San-Francisco/1490-20th-Ave-94122/home/2000080,San Francisco MLS,509749,N,Y,37.7600257,-122.477782
MLS Listing,,Condo/Co-op,1125 20th St,San Francisco,CA,94107,1145000,3,2.0,Potrero Hill,1287,,1984,47,890,258,Active,,,http://www.redfin.com/CA/San-Francisco/1125-20th-St-94107/home/1447397,San Francisco MLS,509968,N,Y,37.7601208,-122.3929306
MLS Listing,,Single Family Residential,1714 Lake St,San Francisco,CA,94121,3895000,5,8.0,Lake,4485,3000,1926,47,868,,Active,,,http://www.redfin.com/CA/San-Francisco/1714-Lake-St-94121/home/1618770,San Francisco MLS,508316,N,Y,37.7862944,-122.4780583
MLS Listing,,Condo/Co-op,1299 Bush St #604,SAN FRANCISCO,CA,94109,698888,1,1.0,SAN FRANCISCO,602,5170,2009,48,1161,826,Active,,,http://www.redfin.com/CA/San-Francisco/1299-Bush-St-94109/unit-604/home/28939030,MLSListings,ML81820409,N,Y,37.7887088,-122.418398
MLS Listing,,Condo/Co-op,451 Kansas St #402,San Francisco,CA,94107,399233,1,1.0,Potrero Hill,656,,2007,48,609,533,Active,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-402/home/23424292,San Francisco MLS,509944,N,Y,37.764113,-122.4029865
MLS Listing,,Single Family Residential,649 Moultrie St,San Francisco,CA,94110,1498000,3,2.5,Bernal Heights,1575,1750,1907,48,951,,Active,,,http://www.redfin.com/CA/San-Francisco/649-Moultrie-St-94110/home/1455829,San Francisco MLS,506038,N,Y,37.7365407,-122.4158777
MLS Listing,,Condo/Co-op,280 Spear St Unit 3Q,San Francisco,CA,94105,775000,1,1.0,South Beach,638,,2020,48,1215,1078,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-3Q/home/169041697,San Francisco MLS,509940,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,148 Bonview St,San Francisco,CA,94110,2495000,4,3.0,Bernal Heights,1999,1746,1959,48,1248,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Bonview-St-94110/home/1025780,San Francisco MLS,509936,N,Y,37.7420233,-122.4176697
MLS Listing,,Single Family Residential,1527 Sutter St,San Francisco,CA,94109,4478000,4,3.5,San Francisco County,3435,3437,1900,49,1304,,Active,,,http://www.redfin.com/CA/San-Francisco/1527-Sutter-St-94109/home/2023401,BAREIS,22027787,N,Y,37.7867738,-122.4262688
MLS Listing,,Condo/Co-op,355 Bryant St #302,SAN FRANCISCO,CA,94107,938000,1,1.0,SAN FRANCISCO,1271,,1917,49,738,627,Active,,,http://www.redfin.com/CA/San-Francisco/355-Bryant-St-94107/unit-302/home/12395973,MLSListings,ML81819139,N,Y,37.7835506,-122.3924215
MLS Listing,,Condo/Co-op,240 Lombard St #325,San Francisco,CA,94111,588000,1,1.0,North Waterfront,580,,1992,49,1014,955,Active,,,http://www.redfin.com/CA/San-Francisco/240-Lombard-St-94111/unit-325/home/542287,San Francisco MLS,509223,N,Y,37.8042439,-122.4055041
MLS Listing,,Single Family Residential,36 Lois Ln,San Francisco,CA,94134,1199000,4,3.0,Little Hollywood,1850,1343,1997,49,648,,Active,,,http://www.redfin.com/CA/San-Francisco/36-Lois-Ln-94134/home/1510698,San Francisco MLS,508931,N,Y,37.7135071,-122.3987862
MLS Listing,,Condo/Co-op,1377 Post St #306,San Francisco,CA,94109,1199999,2,3.0,San Francisco,1448,25061,1993,50,829,1582,Active,,,http://www.redfin.com/CA/San-Francisco/1377-Post-St-94109/unit-306/home/1771283,CRMLS,OC20239756,N,Y,37.7858964,-122.4244491
MLS Listing,,Condo/Co-op,725 Florida St #7,San Francisco,CA,94110,918000,1,1.5,Inner Mission,1049,,2000,50,875,633,Active,,,http://www.redfin.com/CA/San-Francisco/725-Florida-St-94110/unit-7/home/173703788,San Francisco MLS,509731,N,Y,37.759939,-122.410576
MLS Listing,,Condo/Co-op,432 Jersey St,San Francisco,CA,94114,1199000,2,1.0,Noe Valley,1003,,1900,50,1195,200,Active,,,http://www.redfin.com/CA/San-Francisco/432-Jersey-St-94114/home/21965572,San Francisco MLS,509864,N,Y,37.7506265,-122.4352449
MLS Listing,,Condo/Co-op,1356 Grove St,San Francisco,CA,94117,1685000,3,1.5,North Panhandle,1619,,1900,50,1041,300,Active,,,http://www.redfin.com/CA/San-Francisco/1356-Grove-St-94117/home/1332315,San Francisco MLS,508431,N,Y,37.7760201,-122.4389599
MLS Listing,,Condo/Co-op,329 E Bay St #402,San Francisco,CA,94133,725000,1,1.0,North Beach,659,,2007,50,1100,537,Active,,,http://www.redfin.com/CA/San-Francisco/329-Bay-St-94133/unit-402/home/21967168,San Francisco MLS,509889,N,Y,37.8054765,-122.4126529
MLS Listing,,Condo/Co-op,74 New Montgomery St #212,SAN FRANCISCO,CA,94105,615000,0,1.0,SAN FRANCISCO,491,,1914,50,1253,842,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-212/home/17306087,MLSListings,ML81820238,N,Y,37.7874578,-122.4013098
MLS Listing,,Condo/Co-op,8 Colonial Way #1,San Francisco,CA,94112,1200000,4,3.0,Mission Terrace,1880,,2003,50,638,681,Active,,,http://www.redfin.com/CA/San-Francisco/8-Colonial-Way-94112/unit-1/home/988249,San Francisco MLS,509510,N,Y,37.7286949,-122.4406005
MLS Listing,,Townhouse,170 Summit Way,San Francisco,CA,94132,1249000,3,2.0,Stonestown,1547,,2015,50,807,237,Active,,,http://www.redfin.com/CA/San-Francisco/170-Summit-Way-94132/home/109687147,San Francisco MLS,509527,N,Y,37.7155856,-122.4761069
MLS Listing,,Condo/Co-op,2177 3rd St #314,San Francisco,CA,94107,1445000,2,2.0,Central Waterfront,1002,,2020,50,1442,941,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-314/home/173701566,San Francisco MLS,509883,N,Y,37.7622702,-122.3882952
MLS Listing,,Condo/Co-op,2177 3rd St #208,San Francisco,CA,94107,879000,1,1.0,Central Waterfront,691,,2020,50,1272,802,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-208/home/173701565,San Francisco MLS,509881,N,Y,37.7622702,-122.3882952
MLS Listing,,Single Family Residential,643 40th Ave,San Francisco,CA,94121,1995000,3,1.5,Outer Richmond,,3000,1924,50,,,Active,,,http://www.redfin.com/CA/San-Francisco/643-40th-Ave-94121/home/1717456,San Francisco MLS,509854,N,Y,37.7765944,-122.5008291
MLS Listing,,Condo/Co-op,1155 Leavenworth St #3,San Francisco,CA,94109,420000,0,1.0,Nob Hill,330,,1911,50,1273,365,Active,,,http://www.redfin.com/CA/San-Francisco/1155-Leavenworth-St-94109/unit-3/home/173700194,San Francisco MLS,508555,N,Y,37.7919759,-122.4161542
MLS Listing,,Condo/Co-op,260 King St #483,San Francisco,CA,94107,639000,0,1.0,Mission Bay,550,,2004,50,1162,799,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-483/home/8191044,San Francisco MLS,509871,N,Y,37.7776422,-122.3934181
MLS Listing,,Single Family Residential,1758 Great Hwy,San Francisco,CA,94122,1400000,2,1.0,Outer Sunset,,2513,1946,50,,,Active,,,http://www.redfin.com/CA/San-Francisco/1758-Great-Hwy-94122/home/640579,San Francisco MLS,509856,N,Y,37.7535889,-122.5083446
MLS Listing,,Single Family Residential,736 London St,San Francisco,CA,94112,1050000,3,2.0,Excelsior,1218,2500,1923,50,862,,Active,,,http://www.redfin.com/CA/San-Francisco/736-London-St-94112/home/947694,San Francisco MLS,509722,N,Y,37.7176935,-122.4393683
MLS Listing,,Multi-Family (2-4 Unit),5575 Mission St,San Francisco,CA,94112,1289000,4,2.0,Crocker Amazon,1806,1305,1990,51,714,,Active,,,http://www.redfin.com/CA/San-Francisco/5575-Mission-St-94112/home/1551192,San Francisco MLS,509820,N,Y,37.7115704,-122.4457839
MLS Listing,,Single Family Residential,2502 Broadway St,San Francisco,CA,94115,14590000,5,5.0,Pacific Heights,5836,2500,1906,51,2500,,Active,,,http://www.redfin.com/CA/San-Francisco/2502-Broadway-94123/home/564353,San Francisco MLS,509698,N,Y,37.794069,-122.4385625
MLS Listing,,Single Family Residential,4429 Kirkham St,San Francisco,CA,94122,795000,1,1.0,Outer Sunset,609,,1906,51,1305,,Active,,,http://www.redfin.com/CA/San-Francisco/4429-Kirkham-St-94122/home/861323,San Francisco MLS,509806,N,Y,37.758244,-122.50851
MLS Listing,,Single Family Residential,4220 21st St,San Francisco,CA,94114,1449000,1,1.0,Eureka Valley/Dolore,,1321,1922,51,,,Active,,,http://www.redfin.com/CA/San-Francisco/4220-21st-St-94114/home/889965,San Francisco MLS,509532,N,Y,37.7556282,-122.4381858
MLS Listing,,Condo/Co-op,2448 Lombard St #402,San Francisco,CA,94123,1470000,2,2.0,Marina,968,,2020,51,1519,649,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-402/home/173686978,San Francisco MLS,509799,N,Y,37.7993402,-122.4419772
MLS Listing,,Condo/Co-op,8 Jordan Ave #9,San Francisco,CA,94118,1195000,2,2.0,Jordan Park/Laurel Heights,1437,,1920,51,832,545,Active,,,http://www.redfin.com/CA/San-Francisco/8-Jordan-Ave-94118/unit-9/home/17318103,San Francisco MLS,509802,N,Y,37.7857924,-122.4566401
MLS Listing,,Condo/Co-op,965 Alvarado St #5,San Francisco,CA,94114,675000,1,1.0,Noe Valley,531,,1959,51,1271,400,Active,,,http://www.redfin.com/CA/San-Francisco/965-Alvarado-St-94114/unit-5/home/170558164,San Francisco MLS,509798,N,Y,37.7530133,-122.4418359
MLS Listing,,Multi-Family (2-4 Unit),3830 Mission St,San Francisco,CA,94110,1099000,,,Bernal Heights,2462,3005,1921,51,446,,Active,,,http://www.redfin.com/CA/San-Francisco/3830-Mission-St-94110/home/144983341,San Francisco MLS,508540,N,Y,37.735518,-122.424993
MLS Listing,,Vacant Land,1251 Thomas Ave,San Francisco,CA,94124,1995000,,,Bayview,,9600,,51,,,Active,,,http://www.redfin.com/CA/San-Francisco/1251-Thomas-Ave-94124/home/173681530,San Francisco MLS,509729,N,Y,37.7263499,-122.384958
MLS Listing,,Single Family Residential,3369 Cesar Chavez,San Francisco,CA,94110,1100000,2,2.0,Bernal Heights,,2866,1908,51,,,Active,,,http://www.redfin.com/CA/San-Francisco/3369-Cesar-Chavez-94110/home/1055270,San Francisco MLS,504158,N,Y,37.7479226,-122.417559
MLS Listing,,Single Family Residential,27 Urbano Dr,San Francisco,CA,94127,1870000,3,2.0,San Francisco County,2114,11452,1914,52,885,,Active,,,http://www.redfin.com/CA/San-Francisco/27-Urbano-Dr-94127/home/1249266,BAREIS,22027570,N,Y,37.7247058,-122.4636416
MLS Listing,,Condo/Co-op,74 New Montgomery St #804,San Francisco,CA,94105,3250000,2,2.0,Yerba Buena,1671,,1914,52,1945,1156,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-804/home/17305028,San Francisco MLS,509755,N,Y,37.7874578,-122.4013098
MLS Listing,,Vacant Land,1460-62 Pine,San Francisco,CA,94109,13000000,,,Downtown,,13750,,52,,,Active,,,http://www.redfin.com/CA/San-Francisco/1460-Pine-St-94109/home/173675002,San Francisco MLS,509745,N,Y,37.7900281,-122.4198088
MLS Listing,,Condo/Co-op,257 Clinton Park,San Francisco,CA,94103,1195000,2,1.0,Mission Dolores,1152,,,52,1037,150,Active,,,http://www.redfin.com/CA/San-Francisco/257-Clinton-Park-94103/home/12277209,San Francisco MLS,508624,N,Y,37.7689004,-122.425739
MLS Listing,,Condo/Co-op,1483 Sutter St #404,San Francisco,CA,94109,1282500,2,2.0,Van Ness/Civic Center,1316,,1993,53,975,869,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-404/home/1288174,San Francisco MLS,507657,N,Y,37.7867158,-122.4242025
MLS Listing,,Single Family Residential,40 Farallones St,San Francisco,CA,94112-3006,979000,2,1.0,San Francisco,870,3563,1925,53,1125,,Active,,,http://www.redfin.com/CA/San-Francisco/40-Farallones-St-94112/home/1632393,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928760,N,Y,37.7142363,-122.4537345
MLS Listing,,Single Family Residential,1088 Rhode Island St,SAN FRANCISCO,CA,94107,1795000,3,3.0,SAN FRANCISCO,1790,2495,1912,53,1003,,Active,,,http://www.redfin.com/CA/San-Francisco/1088-Rhode-Island-St-94107/home/1213143,MLSListings,ML81819034,N,Y,37.7559558,-122.4019614
MLS Listing,,Condo/Co-op,1070 Green St #802,San Francisco,CA,94133,1950000,2,2.0,Russian Hill,1660,,1961,53,1175,2204,Active,,,http://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-802/home/1529126,San Francisco MLS,509695,N,Y,37.7987901,-122.4167988
MLS Listing,,Condo/Co-op,1731 Powell #204,San Francisco,CA,94134,2575000,3,2.0,North Beach,1772,,2018,53,1453,1043,Active,,,http://www.redfin.com/CA/San-Francisco/1731-Powell-St-94133/unit-204/home/148698580,San Francisco MLS,508571,N,Y,37.8006922,-122.4112871
MLS Listing,,Condo/Co-op,1288 23rd Ave,San Francisco,CA,94122,998000,5,4.0,Central Sunset,2268,,2004,53,440,,Active,,,http://www.redfin.com/CA/San-Francisco/1288-23rd-Ave-94122/home/1919079,San Francisco MLS,509618,N,Y,37.7635976,-122.4811512
MLS Listing,,Single Family Residential,937 S Van Ness Ave,SAN FRANCISCO,CA,94110,3480000,6,3.0,SAN FRANCISCO,2281,3375,1875,53,1526,,Active,,,http://www.redfin.com/CA/San-Francisco/937-S-Van-Ness-Ave-94110/home/714370,MLSListings,ML81819712,N,Y,37.758163,-122.4166188
MLS Listing,,Single Family Residential,389 27th St,San Francisco,CA,94131,3750000,3,3.5,Noe Valley,2930,2468,1900,53,1280,,Active,,,http://www.redfin.com/CA/San-Francisco/389-27th-St-94131/home/1663945,San Francisco MLS,509482,N,Y,37.7466178,-122.428745
MLS Listing,,Condo/Co-op,631 Folsom St Unit 15B,San Francisco,CA,94107,1298000,2,2.0,Yerba Buena,,,2009,53,,995,Active,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-15B/home/21966085,San Francisco MLS,509663,N,Y,37.7847302,-122.3968612
MLS Listing,,Condo/Co-op,1155 Pine St #10,San Francisco,CA,94109,675000,1,1.0,Downtown,,,1913,53,,459,Active,,,http://www.redfin.com/CA/San-Francisco/1155-Pine-St-94109/unit-10/home/961026,San Francisco MLS,509394,N,Y,37.7900583,-122.414851
MLS Listing,,Condo/Co-op,801 Indiana St #362,San Francisco,CA,94107,1399000,2,2.5,Central Waterfront,1230,,2009,53,1137,579,Active,,,http://www.redfin.com/CA/San-Francisco/801-Indiana-St-94107/unit-362/home/40142864,San Francisco MLS,509401,N,Y,37.7596716,-122.3908629
MLS Listing,,Multi-Family (2-4 Unit),1318-1320 Masonic Ave,San Francisco,CA,94117,5500000,,,Haight Ashbury,5000,2835,1906,53,1100,,Active,,,http://www.redfin.com/CA/San-Francisco/1318-Masonic-Ave-94117/home/110051615,San Francisco MLS,509680,N,Y,37.768883,-122.44472
MLS Listing,,Multi-Family (2-4 Unit),1128 Irving St,San Francisco,CA,94122,2200000,,,Inner Sunset,3897,2495,1908,54,565,,Active,,,http://www.redfin.com/CA/San-Francisco/1128-Irving-St-94122/home/173647497,San Francisco MLS,509645,N,Y,37.7640929,-122.470068
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #920,San Francisco,CA,94109,599000,0,1.0,Van Ness/Civic Center,586,,1988,54,1022,649,Active,,,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-920/home/573814,San Francisco MLS,509641,N,Y,37.7867552,-122.4224907
MLS Listing,,Condo/Co-op,1101 Green St #401,San Francisco,CA,94109,1150000,2,1.0,Russian Hill,919,,1930,54,1251,1489,Active,,,http://www.redfin.com/CA/San-Francisco/1101-Green-St-94109/unit-401/home/1707073,San Francisco MLS,509295,N,Y,37.7982344,-122.417394
MLS Listing,,Single Family Residential,368 Diamond St,San Francisco,CA,94114,5750000,4,6.0,Eureka Valley/Dolore,3872,3125,1905,54,1485,,Active,,,http://www.redfin.com/CA/San-Francisco/368-Diamond-St-94114/home/1975833,San Francisco MLS,501965,N,Y,37.7564701,-122.4370142
MLS Listing,,Single Family Residential,123 Gambier St,San Francisco,CA,94134,1179950,3,2.0,Portola,1250,2996,1931,55,944,,Active,,,http://www.redfin.com/CA/San-Francisco/123-Gambier-St-94134/home/1455957,San Francisco MLS,509592,N,Y,37.7277538,-122.4220167
MLS Listing,,Condo/Co-op,1611 Birchwood Ct,SAN FRANCISCO,CA,94134,795000,3,2.0,SAN FRANCISCO,1200,,1990,56,663,368,Active,,,http://www.redfin.com/CA/San-Francisco/1611-Birchwood-Ct-94134/home/1755443,MLSListings,ML81819412,N,Y,37.70818,-122.425708
MLS Listing,,Condo/Co-op,1030 Bush St #6,San Francisco,CA,94109,1295000,3,2.0,Downtown,1600,,1920,56,809,625,Active,,,http://www.redfin.com/CA/San-Francisco/1030-Bush-St-94109/unit-6/home/1078471,San Francisco MLS,509517,N,Y,37.7896914,-122.4143175
MLS Listing,,Single Family Residential,4068 Folsom St,San Francisco,CA,94110,2295000,3,3.5,Bernal Heights,,1750,1944,56,,,Active,,,http://www.redfin.com/CA/San-Francisco/4068-Folsom-St-94110/home/1362518,San Francisco MLS,508392,N,Y,37.736225,-122.4137539
MLS Listing,,Condo/Co-op,10 Dearborn St,San Francisco,CA,94110,868000,2,1.0,Mission Dolores,781,,1906,56,1111,396,Active,,,http://www.redfin.com/CA/San-Francisco/10-Dearborn-St-94110/home/40007635,San Francisco MLS,509426,N,Y,37.7630894,-122.4232251
MLS Listing,,Single Family Residential,3250 Judah St,San Francisco,CA,94122,1650000,2,2.0,Outer Sunset,3029,2000,1955,57,545,,Active,,,http://www.redfin.com/CA/San-Francisco/3250-Judah-St-94122/home/114077936,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928443,N,Y,37.760956,-122.497143
MLS Listing,,Condo/Co-op,101 Lombard Unit 202E,San Francisco,CA,94111,979000,1,1.0,San Francisco,1026,,1983,57,954,1069,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-202E/home/1641773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928387,N,Y,37.8037119,-122.4045338
MLS Listing,,Multi-Family (2-4 Unit),1041-1043 Alabama St,San Francisco,CA,94110,1775000,,,Inner Mission,3598,2596,1900,57,493,,Active,,,http://www.redfin.com/CA/San-Francisco/1041-Alabama-St-94110/home/733529,San Francisco MLS,509513,N,Y,37.7552097,-122.4109293
MLS Listing,,Condo/Co-op,2775 Greenwich St,San Francisco,CA,94123,1195000,2,1.0,Cow Hollow,,,,57,,156,Active,,,http://www.redfin.com/CA/San-Francisco/2775-Greenwich-St-94123/unit-2775/home/582526,San Francisco MLS,508524,N,Y,37.7976447,-122.4452975
MLS Listing,,Condo/Co-op,1490 Francisco St #8,San Francisco,CA,94123,769000,1,1.0,Marina,785,,1924,57,980,556,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Francisco-St-94123/unit-8/home/173639572,San Francisco MLS,509446,N,Y,37.802786,-122.4295821
MLS Listing,,Single Family Residential,615 Missouri St,San Francisco,CA,94107,2545000,3,2.0,Potrero Hill,,1873,1925,57,,,Active,,,http://www.redfin.com/CA/San-Francisco/615-Missouri-St-94107/home/1131874,San Francisco MLS,509414,N,Y,37.7585564,-122.3959208
MLS Listing,,Multi-Family (2-4 Unit),187-189 Beaver St,San Francisco,CA,94114,1795000,4,2.0,Corona Heights,2280,1520,1923,57,787,,Active,,,http://www.redfin.com/CA/San-Francisco/187-Beaver-St-94114/home/1291255,San Francisco MLS,508868,N,Y,37.7657373,-122.4371343
MLS Listing,,Condo/Co-op,1160 Mission St #1106,San Francisco,CA,94103,1350000,2,2.0,South of Market,1146,,2008,57,1178,961,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1106/home/17305366,San Francisco MLS,509456,N,Y,37.7787037,-122.4126341
MLS Listing,,Condo/Co-op,201 Folsom St Unit 35D,San Francisco,CA,94105,1478000,1,1.0,South Beach,972,,2016,57,1521,1145,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-35D/home/144063860,San Francisco MLS,509492,N,Y,37.7887059,-122.3922385
MLS Listing,,Condo/Co-op,469 Tehama St #1,San Francisco,CA,94103,695000,1,1.0,South of Market,695,,2005,57,1000,580,Active,,,http://www.redfin.com/CA/San-Francisco/469-Tehama-St-94103/unit-1/home/12277273,San Francisco MLS,509496,N,Y,37.779793,-122.4057537
MLS Listing,,Single Family Residential,112 Putnam St,San Francisco,CA,94110,1899000,2,3.0,Bernal Heights,2508,1750,1923,57,757,,Active,,,http://www.redfin.com/CA/San-Francisco/112-Putnam-St-94110/home/1036232,San Francisco MLS,509485,N,Y,37.7379525,-122.4111322
MLS Listing,,Multi-Family (5+ Unit),409 26th Ave,San Francisco,CA,94121,3075000,4,,Central Richmond,5310,3600,1964,57,579,,Active,,,http://www.redfin.com/CA/San-Francisco/409-26th-Ave-94121/home/609491,San Francisco MLS,509332,N,Y,37.7815414,-122.486293
MLS Listing,,Condo/Co-op,1463 Green St,San Francisco,CA,94109,1099000,3,1.5,Russian Hill,1028,,1907,58,1069,630,Active,,,http://www.redfin.com/CA/San-Francisco/1463-Green-St-94109/unit-1475/home/565512,San Francisco MLS,509476,N,Y,37.797446,-122.4231613
MLS Listing,,Single Family Residential,25 Clifford Ter,San Francisco,CA,94117,5250000,3,2.5,Buena Vista Park,2820,2199,1953,58,1862,,Active,,,http://www.redfin.com/CA/San-Francisco/25-Clifford-Ter-94117/home/173636217,San Francisco MLS,508982,N,Y,37.7637261,-122.4434093
MLS Listing,,Condo/Co-op,2799 Bryant St,San Francisco,CA,94110,1295000,2,1.0,Inner Mission,1570,,1920,58,825,180,Active,,,http://www.redfin.com/CA/San-Francisco/2799-Bryant-St-94110/home/12353760,San Francisco MLS,509407,N,Y,37.7497393,-122.4085189
MLS Listing,,Multi-Family (2-4 Unit),278-280 Precita Ave,San Francisco,CA,94110,1995000,5,3.0,Bernal Heights,2500,1873,1907,58,798,,Active,,,http://www.redfin.com/CA/San-Francisco/278-Precita-Ave-94110/home/1944794,San Francisco MLS,509445,N,Y,37.7470864,-122.4142375
MLS Listing,,Vacant Land,881 Moultrie St,San Francisco,CA,94110,350000,,,Bernal Heights,,1750,,58,,,Active,,,http://www.redfin.com/CA/San-Francisco/881-Moultrie-St-94110/unit-V/home/110064250,San Francisco MLS,509438,N,Y,37.733364,-122.416122
MLS Listing,,Condo/Co-op,3590 20th St #204,San Francisco,CA,94110,2199000,3,2.5,Inner Mission,1603,,2015,58,1372,670,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-204/home/173633598,San Francisco MLS,509021,N,Y,37.7587613,-122.4210024
